idVehiculo,deposito,tipoVehiculo,motivo,turno,grua,fechaEntrada,tipoVia,via,numero,cp
RE20240305142752,EL RECUERDO,1.0,14,1,S373,2024-03-05T14:26:00,CALLE,DE HIGUERAS,0,28047
RE20240305142908,EL RECUERDO,1.0,14,1,S373,2024-03-05T14:28:00,CALLE,DE FAUSTINA CALVO,0,28047
RE20240305214330,EL RECUERDO,3.0,4,2,S309,2024-03-05T21:42:00,CALLE,CARRIL DEL CONDE,78,0
RE20240306052421,EL RECUERDO,3.0,42,3,S312,2024-03-06T05:23:00,CAMINO,FUENCARRAL A HORTALEZA,0,28050
RE20240306100953,EL RECUERDO,3.0,7,1,S309,2024-03-06T10:08:00,CALLE,SOR ANGELA DE LA CRUZ,11,28020
RE20240306102950,EL RECUERDO,3.0,44,1,S300,2024-03-06T10:28:00,CALLE,PLANETA,3,28042
RE20240306103147,EL RECUERDO,3.0,7,1,S311,2024-03-06T10:30:00,CALLE,GENERAL ARANAZ,95,28043
RE20240306104709,EL RECUERDO,3.0,7,1,S352,2024-03-06T10:45:00,AVENIDA,CARDENAL HERRERA ORIA,3,28035
RE20240306110645,EL RECUERDO,3.0,6,1,S339,2024-03-06T11:04:00,CALLE,BRAILLE,16,28034
RE20240306120952,EL RECUERDO,3.0,6,1,S306,2024-03-06T12:08:00,CALLE,CAUNEDO,57,28037
RE20240306122801,EL RECUERDO,3.0,44,1,S311,2024-03-06T12:27:00,CALLE,AREQUIPA,2,0    
RE20240306124740,EL RECUERDO,3.0,46,1,S309,2024-03-06T12:45:00,CALLE,ANTONIO ROBLES,10,28034
RE20240306130828,EL RECUERDO,1.0,8,1,S373,2024-03-06T13:07:00,CALLE,JOSE ORTEGA Y GASETT,83,
RE20240306130928,EL RECUERDO,1.0,8,1,S373,2024-03-06T13:08:00,CALLE,JOSE ORTEGA Y GASSET,83,28006
RE20240306135648,EL RECUERDO,3.0,4,1,S309,2024-03-06T13:55:00,CALLE,PALERMO,SN,28043
RE20240306174317,EL RECUERDO,3.0,44,2,S306,2024-03-06T17:40:00,CALLE,ZODIACO,32,28042
RE20240306181517,EL RECUERDO,3.0,44,2,S311,2024-03-06T18:13:00,GLORIETA,ALTEZA REAL DON JUAN DE BORBON,0,0
RE20240306184552,EL RECUERDO,3.0,7,2,S309,2024-03-06T18:41:00,CALLE,PADRE DAMIAN,18,28036
RE20240306191342,EL RECUERDO,3.0,7,2,S300,2024-03-06T19:11:00,CALLE,DOCTOR FLEMING,1,28036
RE20240307092654,EL RECUERDO,3.0,7,1,S307,2024-03-07T09:25:00,AVENIDA,HERRERA ORIA,0,28034
RE20240307094318,EL RECUERDO,3.0,7,1,S385,2024-03-07T09:42:00,AVENIDA,CARDENAL HERRERA ORIA,3,28015
RE20240307105706,EL RECUERDO,3.0,6,1,S311,2024-03-07T10:56:00,CALLE,TOMÁS REDONDO,2,28042
RE20240307111924,EL RECUERDO,3.0,31,1,S378,2024-03-07T11:16:00,CALLE,MIGUEL A ASTURIAS,1,28050
RE20240307112244,EL RECUERDO,4.0,31,1,S309,2024-03-07T11:18:00,CALLE,ULISES,6,28051
RE20240307113518,EL RECUERDO,4.0,7,1,S300,2024-03-07T11:33:00,CALLE,CONDESA DE VENADITO,14,28027
RE20240307115840,EL RECUERDO,3.0,7,1,S374,2024-03-07T11:57:00,AVENIDA,CAPITAL DE ESPAÑA,0,0    
RE20240307121203,EL RECUERDO,1.0,44,1,S373,2024-03-07T12:11:00,PASEO,PASEO MELANCOLICOS,69,28005
RE20240307125150,EL RECUERDO,3.0,6,1,S311,2024-03-07T12:49:00,CALLE,LABAÑEZA,14,28035
RE20240307133557,EL RECUERDO,3.0,7,1,S378,2024-03-07T13:34:00,AVENIDA,CAPITAL DE ESPAÑAMADRID,0,28042
RE20240307135510,EL RECUERDO,3.0,44,1,S300,2024-03-07T13:53:00,CALLE,ZODIACO,32,28042
RE20240307154005,EL RECUERDO,3.0,8,2,S352,2024-03-07T15:39:00,CALLE,VIRGEN ARANZAZU,1,28034
RE20240307161351,EL RECUERDO,3.0,7,2,S369,2024-03-07T16:12:00,CALLE,VELAZQUEZ,129,28006
RE20240307183925,EL RECUERDO,1.0,7,2,S373,2024-03-07T18:33:00,CALLE,PRINCESA,94,
RE20240307214215,EL RECUERDO,1.0,8,2,S373,2024-03-07T21:41:00,PLAZA,DEL CORDON,3,28005
RE20240307214322,EL RECUERDO,1.0,8,2,S373,2024-03-07T21:42:00,PLAZA,DEL CORDON,3,28005
RE20240308011020,EL RECUERDO,3.0,44,3,S305,2024-03-08T01:05:00,CALLE,GARCINUÑO,26,28029
RE20240308092551,EL RECUERDO,3.0,7,1,S307,2024-03-08T09:24:00,CALLE,GALEON,27,28042
RE20240308141732,EL RECUERDO,1.0,20,1,S373,2024-03-08T14:16:00,CALLE,AYALA,74,28009
RE20240308141841,EL RECUERDO,3.0,7,1,S378,2024-03-08T14:16:00,CALLE,VIRIATO,33,28015
RE20240308154908,EL RECUERDO,3.0,8,2,S352,2024-03-08T15:48:00,CALLE,SAN MODESTO,36,28026
RE20240308182316,EL RECUERDO,3.0,6,2,S307,2024-03-08T18:22:00,CALLE,ULISES,32,28043
RE20240309093043,EL RECUERDO,3.0,3,1,S306,2024-03-09T09:28:00,CALLE,AYERBE,0,00   
RE20240309093511,EL RECUERDO,3.0,46,1,S313,2024-03-09T09:33:00,CALLE,ANDORRA,35,28033
RE20240309093827,EL RECUERDO,3.0,7,1,S379,2024-03-09T09:36:00,CALLE,SOFORA,5,28020
RE20240309100328,EL RECUERDO,3.0,7,1,S378,2024-03-09T10:02:00,CALLE,AMALIA,1,28020
RE20240309102440,EL RECUERDO,3.0,1,1,S380,2024-03-09T10:21:00,CALLE,FALCINELO,25,28025
RE20240309135441,EL RECUERDO,3.0,44,1,S378,2024-03-09T13:52:00,CALLE,MANIPLA,83,0
RE20240309141536,EL RECUERDO,3.0,7,1,S313,2024-03-09T14:14:00,ACCESO,AEROPUERTO T1,0,0    
RE20240309154747,EL RECUERDO,3.0,44,2,S311,2024-03-09T15:46:00,CALLE,ALBA,5,28043
RE20240309203616,EL RECUERDO,4.0,8,2,S300,2024-03-09T20:34:00,CALLE,BOLDANO,24,28027
RE20240309203837,EL RECUERDO,3.0,44,2,S311,2024-03-09T20:37:00,CALLE,ISLA CIES,66,28035
RE20240310114757,EL RECUERDO,3.0,7,1,S379,2024-03-10T11:46:00,AVENIDA,PABLO IGLESIAS,24,28003
RE20240310120558,EL RECUERDO,3.0,6,1,S378,2024-03-10T12:03:00,CALLE,ALBADALEJO,5,28017
RE20240310134300,EL RECUERDO,3.0,44,1,S313,2024-03-10T13:41:00,CALLE,SANTISIMA TRINIDAD,26,28010
RE20240310150438,EL RECUERDO,3.0,7,2,S311,2024-03-10T15:02:00,PLAZA,SAGRADOS CORAZONES,0,28036
RE20240310164346,EL RECUERDO,3.0,7,2,S378,2024-03-10T16:41:00,CALLE,DOCTOR FLEMING,0,0    
RE20240310164524,EL RECUERDO,3.0,5,2,S300,2024-03-10T16:39:00,CALLE,VALDERRODRIGO,40,28035
RE20240310172904,EL RECUERDO,3.0,6,2,S311,2024-03-10T17:27:00,PASEO,DIRECCION,24,28039
RE20240310175644,EL RECUERDO,3.0,7,2,S378,2024-03-10T17:55:00,CALLE,PASEO HABANA,50,28036
RE20240310211843,EL RECUERDO,3.0,6,2,S378,2024-03-10T21:17:00,CALLE,DARRO,9,0    
RE20240311104845,EL RECUERDO,3.0,7,1,S307,2024-03-11T10:47:00,CALLE,CLAUDIO COELLO,93,28036
RE20240311105537,EL RECUERDO,3.0,7,1,S306,2024-03-11T10:54:00,CALLE,SANTA VIRGILIA,19,00000
RE20240311120658,EL RECUERDO,4.0,32,1,S352,2024-03-11T12:05:00,CALLE,SABADELL,182,28034
RE20240311122146,EL RECUERDO,3.0,7,1,S307,2024-03-11T12:20:00,CALLE,GRAN VIA DE HORTALEZA,5,28033
RE20240311123346,EL RECUERDO,3.0,31,1,S313,2024-03-11T12:30:00,CALLE,DOCTOR FLEMING,30,0    
RE20240311141111,EL RECUERDO,4.0,7,1,S307,2024-03-11T14:09:00,CALLE,GENERAL DIAZ PORLIER,103,28001
RE20240311214447,EL RECUERDO,3.0,44,2,S311,2024-03-11T21:43:00,CALLE,SAN MODESTO,0,28034
RE20240312034459,EL RECUERDO,3.0,7,3,S315,2024-03-12T03:44:00,CALLE,ALCORISA,0,28043
RE20240312112900,EL RECUERDO,3.0,44,1,S380,2024-03-12T11:27:00,CALLE,GENERAL DIAZ POLIER,103,28001
RE20240312114756,EL RECUERDO,3.0,7,1,S302,2024-03-12T11:46:00,CALLE,MIGUEL DE LA IGLESIA,8,28027
RE20240312115412,EL RECUERDO,3.0,33,1,S307,2024-03-12T11:48:00,CALLE,AVIADOR LINDBERGH,1,28002
RE20240312125301,EL RECUERDO,3.0,54,1,S380,2024-03-12T12:50:00,AVENIDA,BURGOS,4,0    
RE20240312125655,EL RECUERDO,3.0,54,1,S307,2024-03-12T12:54:00,CALLE,PEDRO RICO,0,28039
RE20240312142931,EL RECUERDO,4.0,7,1,S307,2024-03-12T14:28:00,CALLE,MENENDEZ PELAYO,0,28009
RE20240312184332,EL RECUERDO,3.0,46,2,S300,2024-03-12T18:42:00,CALLE,ARRIAGA,69,28017
RE20240312213524,EL RECUERDO,3.0,14,2,S300,2024-03-12T21:33:00,AVENIDA,DE BETANZOS,11,28035
RE20240313023138,EL RECUERDO,4.0,46,3,S386,2024-03-13T02:30:00,CALLE,MANUEL MUIÑO ARROYO,24,28011
RE20240313091636,EL RECUERDO,3.0,7,1,S307,2024-03-13T09:15:00,CALLE,SAN CUGAT DEL VALLES,3,28034
RE20240313094903,EL RECUERDO,1.0,7,1,S373,2024-03-13T09:47:00,AUTOVIA,M30 CALZADA,0,0
RE20240313101102,EL RECUERDO,3.0,7,1,S328,2024-03-13T10:09:00,PASEO,CASTELLANA,106,28045
RE20240313105357,EL RECUERDO,3.0,7,1,S380,2024-03-13T10:52:00,CALLE,SERRANO,187,28001
RE20240313110225,EL RECUERDO,3.0,46,1,S313,2024-03-13T11:01:00,CALLE,JULIAN ROMEA,19,28003
RE20240313110640,EL RECUERDO,4.0,31,1,S302,2024-03-13T11:05:00,CALLE,JULIAN ROMEA,19,28003
RE20240313115351,EL RECUERDO,3.0,31,1,S306,2024-03-13T11:52:00,CALLE,JULIAN ROMEA,19,28003
RE20240313125144,EL RECUERDO,3.0,31,1,S313,2024-03-13T12:50:00,CALLE,AZUCENAS,3,28039
RE20240313125324,EL RECUERDO,3.0,31,1,S380,2024-03-13T12:51:00,CALLE,LAS AZUCENAS,3,28039
RE20240313134355,EL RECUERDO,3.0,7,1,S307,2024-03-13T13:42:00,CALLE,DE LA RIBERA DEL SENA,21,28042
RE20240313175944,EL RECUERDO,3.0,44,2,S311,2024-03-13T17:58:00,CALLE,LOPEZ DE HOYOS,478,28043
RE20240313180302,EL RECUERDO,4.0,7,2,S302,2024-03-13T18:01:00,AVENIDA,DE SAN LUIS,77,28033
RE20240313180832,EL RECUERDO,3.0,19,2,S313,2024-03-13T18:06:00,CALLE,GARELLANO,9,28039
RE20240313213052,EL RECUERDO,3.0,44,2,S307,2024-03-13T21:30:00,CALLE,SAN MODESTO,30,28034
RE20240313214944,EL RECUERDO,1.0,16,2,S284,2024-03-13T21:48:00,CALLE,NEPTUNO,0,0
RE20240313215225,EL RECUERDO,1.0,14,2,S373,2024-03-13T21:51:00,AUTOVIA,M30 CALZADA,0,0
RE20240314101730,EL RECUERDO,3.0,7,1,S337,2024-03-14T10:16:00,CALLE,DE JULIAN BESTEIRO,15,28020
RE20240314124108,EL RECUERDO,3.0,44,1,S311,2024-03-14T12:39:00,CALLE,RABANAL DEL CAMINO,15,28050
RE20240314132148,EL RECUERDO,1.0,24,1,S373,2024-03-14T13:19:00,AVENIDA,DE ANDALUCIA,SN,29770
RE20240314140214,EL RECUERDO,3.0,7,1,S311,2024-03-14T14:01:00,CALLE,RIBERA DE SENA,21,0
RE20240314211029,EL RECUERDO,3.0,7,2,S307,2024-03-14T21:09:00,CALLE,ACUARIO,26,28042
RE20240315095027,EL RECUERDO,3.0,7,1,S311,2024-03-15T09:49:00,CALLE,GALEON,22,28042
RE20240315101920,EL RECUERDO,3.0,7,1,S352,2024-03-15T10:17:00,CALLE,SAN GERMAN,SN,28020
RE20240315103834,EL RECUERDO,3.0,46,1,S374,2024-03-15T10:37:00,CALLE,MARQUES DE VIANA,12,28039
RE20240315103919,EL RECUERDO,3.0,7,1,S337,2024-03-15T10:38:00,AVENIDA,DEL CARDENAL HERRERA ORIA,3,28034
RE20240315115515,EL RECUERDO,3.0,7,1,S376,2024-03-15T11:50:00,CALLE,VALDERREY,18,28039
RE20240315120718,EL RECUERDO,3.0,7,1,S302,2024-03-15T12:05:00,CALLE,PASEO  DE LA HABANA,5,28036
RE20240315140431,EL RECUERDO,3.0,31,1,S311,2024-03-15T14:03:00,CALLE,TORRECILLA DEL PUERTO,1,28043
RE20240315140806,EL RECUERDO,1.0,8,1,S373,2024-03-15T14:06:00,CALLE,BELEN,7,28004
RE20240315140812,EL RECUERDO,1.0,8,1,S373,2024-03-15T14:06:00,CALLE,DE BELEN,7,28004
RE20240315203118,EL RECUERDO,3.0,6,2,S311,2024-03-15T20:26:00,AVENIDA,MARTIRES MARISTAS,39,28035
RE20240315210431,EL RECUERDO,3.0,44,2,S307,2024-03-15T21:03:00,PLAZA,DE LAS OLIVAS,1,28027
RE20240316094724,EL RECUERDO,3.0,42,1,S313,2024-03-16T09:44:00,CALLE,BARBARA BRAGANZA,12,28004
RE20240316094923,EL RECUERDO,3.0,1,1,S306,2024-03-16T09:47:00,CALLE,CORREGIDOR ALONSO TOBAR,2,28030
RE20240316101809,EL RECUERDO,3.0,3,1,S307,2024-03-16T10:16:00,CALLE,DEL PUERTO DE LA MORCUERA,12,28018
RE20240316114849,EL RECUERDO,3.0,3,1,S313,2024-03-16T11:47:00,CALLE,DE BOLTAÑA,0,28022
RE20240316194436,EL RECUERDO,3.0,7,2,S302,2024-03-16T19:35:00,CALLE,CEUTA,4,28039
RE20240317100203,EL RECUERDO,3.0,46,1,S302,2024-03-17T10:00:00,CALLE,SIERRA DE ALBARRACIN,12,28053
RE20240317101817,EL RECUERDO,3.0,6,1,S306,2024-03-17T10:16:00,CALLE,JOSE MIGUEL GURIDI,72,28043
RE20240317112523,EL RECUERDO,3.0,7,1,S313,2024-03-17T11:24:00,AVENIDA,LUIS ARAGONES,1,28022
RE20240317165719,EL RECUERDO,4.0,54,2,S302,2024-03-17T16:45:00,CALLE,MOSCATELAR,34,28043
RE20240317184858,EL RECUERDO,3.0,46,2,S302,2024-03-17T18:45:00,CALLE,HIEDRA,15,28036
RE20240317211337,EL RECUERDO,3.0,7,2,S339,2024-03-17T21:10:00,ACCES,ESTADIO WANDA METROPOLITANO,1,
RE20240317212504,EL RECUERDO,3.0,44,2,S302,2024-03-17T21:23:00,CALLE,PEÑAS DEL ARCIPRESTE,11,28035
RE20240317212646,EL RECUERDO,1.0,7,2,S373,2024-03-17T21:25:00,CALLE,GRAN VIA,30,28013
RE20240317232227,EL RECUERDO,3.0,7,3,S363,2024-03-17T23:10:00,AVENIDA,SAN LUIS,0,28033
RE20240318023426,ESCUADRON,3.0,42,3,S376,2024-03-18T02:32:00,AVENIDA,PABLO IGLESIAS,15,28039
RE20240318094927,EL RECUERDO,4.0,7,1,S307,2024-03-18T09:39:00,CALLE,RIBERA DE SENA,21,0
RE20240318100543,EL RECUERDO,3.0,30,1,S311,2024-03-18T10:04:00,CALLE,FORTUNY,20,28290
RE20240318111457,EL RECUERDO,3.0,31,1,S380,2024-03-18T11:11:00,CALLE,BAEZA,4,28002
RE20240318123306,EL RECUERDO,3.0,5,1,S311,2024-03-18T12:31:00,CALLE,ISLA DE AROSA,SN,28035
RE20240318134430,EL RECUERDO,3.0,7,1,S302,2024-03-18T13:42:00,PASEO,CASTELLANA,261,28046
RE20240318141825,EL RECUERDO,3.0,7,1,S307,2024-03-18T14:16:00,AVENIDA,CANTABRIA,10,28042
RE20240318174118,EL RECUERDO,3.0,7,2,S302,2024-03-18T17:39:00,CALLE,FRANCOS RODRIGUEZ,20,28039
RE20240318181553,EL RECUERDO,3.0,7,2,S386,2024-03-18T18:10:00,CALLE,ANTONIO MACHADO,33,28035
RE20240319100750,EL RECUERDO,3.0,5,1,S307,2024-03-19T10:06:00,AVENIDA,CELIO VILLALBA,2,28033
RE20240319105342,EL RECUERDO,3.0,5,1,S313,2024-03-19T10:45:00,AVENIDA,CELIO VILLALBA,2,28033
RE20240319135011,EL RECUERDO,3.0,46,1,S307,2024-03-19T13:49:00,CALLE,VILLANUEVA,10,28001
RE20240319135100,EL RECUERDO,3.0,46,1,S311,2024-03-19T13:50:00,CALLE,VILLANUEVA,10,28001
RE20240319135159,EL RECUERDO,3.0,46,1,S312,2024-03-19T13:51:00,CALLE,VILLANUEVA,1,28001
RE20240319140521,EL RECUERDO,3.0,46,1,S302,2024-03-19T14:03:00,CALLE,RECTOR ROYOVILLANOVA,SN,28040
RE20240319174634,EL RECUERDO,3.0,7,2,S313,2024-03-19T17:45:00,CALLE,SILVANO,169,28043
RE20240319182515,EL RECUERDO,3.0,44,2,S307,2024-03-19T18:24:00,CALLE,RIBERA DE SENA,0,0
RE20240320094539,EL RECUERDO,3.0,44,1,S307,2024-03-20T09:43:00,CALLE,ALFALFA,23,28029
RE20240320111402,EL RECUERDO,3.0,8,1,S372,2024-03-20T11:11:00,AVENIDA,CIUDAD DE BARCELONA,2,28007
RE20240320111431,EL RECUERDO,3.0,7,1,S306,2024-03-20T11:13:00,CALLE,AMOS DE ESCALANTE,5,28017
RE20240320113905,EL RECUERDO,3.0,44,1,S300,2024-03-20T11:37:00,CALLE,VALCARLOS,9,28050
RE20240320120414,EL RECUERDO,3.0,7,1,S307,2024-03-20T11:55:00,CALLE,ANTONIO ROBLES,10,28034
RE20240320123720,EL RECUERDO,3.0,44,1,S313,2024-03-20T12:35:00,CALLE,CIRAUQUI,2,28050
RE20240320123921,EL RECUERDO,3.0,44,1,S312,2024-03-20T12:37:00,CALLE,CIRAUQUI,2,28050
RE20240320133914,EL RECUERDO,3.0,7,1,S300,2024-03-20T13:37:00,CALLE,SILVANO,169,28000
RE20240320134253,EL RECUERDO,3.0,7,1,S311,2024-03-20T13:40:00,CALLE,DE LA RIBERA DEL SENA,21,28042
RE20240320141335,EL RECUERDO,1.0,8,1,S372,2024-03-20T14:11:00,CALLE,MARQUES DEL RISCAL,2,28010
RE20240320214616,EL RECUERDO,3.0,14,2,S300,2024-03-20T21:44:00,CALLE,ISLAS CIES,29,28035
RE20240321072507,EL RECUERDO,3.0,7,1,S215,2024-03-21T07:23:00,CALLE,SAN RESTITUTO,24,28036
RE20240321073958,EL RECUERDO,3.0,7,1,S376,2024-03-21T07:25:00,CALLE,SAN RESTITUTO,24,28036
RE20240321095128,EL RECUERDO,3.0,54,1,S311,2024-03-21T09:49:00,PASEO,DE LA  CASTELLANA,292,28046
RE20240321101604,EL RECUERDO,3.0,7,1,S302,2024-03-21T10:13:00,CALLE,FDEZ DE LA HOZ,12,28010
RE20240321102005,EL RECUERDO,3.0,7,1,S315,2024-03-21T10:18:00,CALLE,ALTOZANO,4,28023
RE20240321102958,EL RECUERDO,3.0,7,1,S307,2024-03-21T10:28:00,CALLE,LLANO CASTELLANO,1,0
RE20240321111139,EL RECUERDO,3.0,7,1,S300,2024-03-21T11:10:00,CALLE,MODESTO LAFUENTE,13,28010
RE20240321111523,EL RECUERDO,3.0,7,1,S306,2024-03-21T11:14:00,AVENIDA,DE LLANO CASTELLANO,1,28034
RE20240321180002,EL RECUERDO,3.0,7,2,S300,2024-03-21T17:59:00,CALLE,VIRGEN DEL CASTAÑAR,0,28027
RE20240322102713,EL RECUERDO,3.0,7,1,S302,2024-03-22T10:26:00,CALLE,GALILEO,47,28015
RE20240322104544,EL RECUERDO,3.0,11,1,S313,2024-03-22T10:44:00,CALLE,SAN ERNESTO,18,28002
RE20240322104700,EL RECUERDO,3.0,31,1,S300,2024-03-22T10:45:00,CALLE,DE CANILLAS,34,28022
RE20240322110134,EL RECUERDO,3.0,7,1,S306,2024-03-22T11:00:00,CALLE,JUAN PEREZ ZUÑIGA,12,28027
RE20240322110739,EL RECUERDO,3.0,11,1,S380,2024-03-22T11:06:00,CALLE,DE MARCENADO,17,28002
RE20240322121806,EL RECUERDO,3.0,6,1,S313,2024-03-22T12:17:00,CALLE,PADRES DOMINICOS,2,28050
RE20240322121919,EL RECUERDO,3.0,7,1,S300,2024-03-22T12:18:00,CALLE,GRAN VIA DE HORTALEZA,0,28043
RE20240322132352,EL RECUERDO,3.0,31,1,S302,2024-03-22T13:22:00,CALLE,ANDRES OBISPO,0,28000
RE20240322171700,EL RECUERDO,3.0,51,2,S379,2024-03-22T17:12:00,PASEO,DE LA CASTELLANA,156,28000
RE20240322174315,EL RECUERDO,3.0,7,2,S306,2024-03-22T17:42:00,CALLE,PANTOJA,3,28002
RE20240322195127,EL RECUERDO,3.0,37,2,S311,2024-03-22T19:44:00,ACCESO,SANGENJO,28,28034
RE20240322213705,EL RECUERDO,3.0,44,2,S302,2024-03-22T21:35:00,CALLE,JOSE ANDUIZA,2,28034
RE20240323141707,EL RECUERDO,1.0,14,1,S372,2024-03-23T14:15:00,CALLE,ALCALA,502,28017
RE20240323171855,EL RECUERDO,3.0,6,2,S312,2024-03-23T17:16:00,CALLE,BOLDANO,02,28027
RE20240324004142,EL RECUERDO,3.0,7,3,S364,2024-03-24T00:30:00,CALLE,SAN MODESTO,16,28034
RE20240324091600,EL RECUERDO,3.0,7,1,S322,2024-03-24T09:13:00,CALLE,ISIDRO FERNANDEZ,0,28034
RE20240324100626,EL RECUERDO,3.0,7,1,S374,2024-03-24T10:04:00,CALLE,FRANCISCO GERVAS,10,0    
RE20240324134111,EL RECUERDO,1.0,30,1,S372,2024-03-24T13:38:00,CALLE,COLÓN,11,28004
RE20240324134400,EL RECUERDO,1.0,30,1,S372,2024-03-24T13:41:00,CALLE,COLÓN,11,28004
RE20240324134715,EL RECUERDO,1.0,30,1,S372,2024-03-24T13:45:00,CALLE,COLÓN,11,28004
RE20240324134835,EL RECUERDO,1.0,30,1,S372,2024-03-24T13:47:00,CALLE,COLÓN,11,28004
RE20240324135018,EL RECUERDO,1.0,30,1,S372,2024-03-24T13:49:00,CALLE,COLON,11,28004
RE20240324135215,EL RECUERDO,7.0,30,1,S372,2024-03-24T13:51:00,CALLE,COLON,11,28004
RE20240324135354,EL RECUERDO,7.0,30,1,S372,2024-03-24T13:52:00,CALLE,COLÓN,11,28004
RE20240324190737,EL RECUERDO,3.0,46,2,S312,2024-03-24T18:59:00,AVENIDA,ASTURIAS,0,28053
RE20240324205919,EL RECUERDO,4.0,7,2,S311,2024-03-24T20:56:00,ZONA,AEROPUERTO BARAJAS T4 SALIDAS,0,0
RE20240325074313,EL RECUERDO,3.0,19,1,S215,2024-03-25T07:38:00,CALLE,PAJARONES,5,28042
RE20240325085348,EL RECUERDO,4.0,6,1,S311,2024-03-25T08:52:00,CALLE,LUIS CABRERA,94,28002
RE20240325104150,EL RECUERDO,3.0,7,1,S300,2024-03-25T10:40:00,CALLE,POTOSI,11,28016
RE20240325104923,EL RECUERDO,3.0,7,1,S313,2024-03-25T10:48:00,CALLE,POTOSÍ,11,28016
RE20240325111316,EL RECUERDO,3.0,7,1,S380,2024-03-25T11:09:00,CALLE,POETA JOAN MARAGALL,18,
RE20240325135606,EL RECUERDO,3.0,3,1,S311,2024-03-25T13:54:00,CALLE,FERMIN CABALLERO,89,28035
RE20240325170407,EL RECUERDO,3.0,6,2,S307,2024-03-25T17:02:00,CALLE,PLAYA DE ZARAUZ,17,28042
RE20240325214120,EL RECUERDO,3.0,8,2,S312,2024-03-25T21:40:00,CALLE,AGUILAR DEL CAMPOO,10,28039
RE20240326101709,EL RECUERDO,3.0,7,1,S311,2024-03-26T10:15:00,CALLE,NAPOLES,0,28016
RE20240326101750,EL RECUERDO,3.0,31,1,S378,2024-03-26T10:15:00,CALLE,NAPOLES,SN,28043
RE20240326111131,EL RECUERDO,4.0,7,1,S300,2024-03-26T11:10:00,CALLE,FLORENCIO GARCIA,71,28027
RE20240326135051,EL RECUERDO,3.0,7,1,S311,2024-03-26T13:49:00,PLAZA,PLAZA MAYOR BARAJAS,24,
RE20240326174543,EL RECUERDO,3.0,7,2,S378,2024-03-26T17:44:00,PLAZA,SAGRADOS CORAZONES,1,28036
RE20240326183727,EL RECUERDO,3.0,44,2,S307,2024-03-26T18:36:00,CALLE,RIAÑO,9,28042
RE20240326200453,EL RECUERDO,3.0,7,2,S311,2024-03-26T20:02:00,PASEO,HABANA,50,28032
RE20240326202808,EL RECUERDO,3.0,7,2,S379,2024-03-26T20:27:00,PASEO,LA HABANA,50,28000
RE20240327085432,EL RECUERDO,3.0,7,1,S311,2024-03-27T08:53:00,CALLE,SAN CUGAT DEL VALLES,1,28034
RE20240327092534,EL RECUERDO,3.0,7,1,S378,2024-03-27T09:24:00,CALLE,SAN CUGAT DEL VALLES,5,28034
RE20240327093127,EL RECUERDO,1.0,6,1,S372,2024-03-27T09:29:00,CALLE,BARCO,31,28004
RE20240327105437,EL RECUERDO,3.0,7,1,S376,2024-03-27T10:53:00,CALLE,VELAYOS,28,28035
RE20240327105616,EL RECUERDO,3.0,7,1,S348,2024-03-27T10:54:00,CALLE,VELAYOS,28,28035
RE20240327110436,EL RECUERDO,3.0,7,1,S374,2024-03-27T11:01:00,AVENIDA,GRAN VIA SURESTE,0.500,28019
RE20240327114430,EL RECUERDO,3.0,7,1,S300,2024-03-27T11:43:00,CALLE,DE LA RIBERA DEL SENA,21,28042
RE20240327120933,EL RECUERDO,3.0,46,1,S311,2024-03-27T12:08:00,CALLE,PRINCESA DE EBOLI,39,28050
RE20240327124504,EL RECUERDO,3.0,46,1,S380,2024-03-27T12:43:00,CALLE,BAZA,3,28042
RE20240327140553,EL RECUERDO,3.0,31,1,S378,2024-03-27T14:03:00,CALLE,SANTIAGO DE COMPOSTELA,82,28035
RE20240327180843,EL RECUERDO,3.0,44,2,S302,2024-03-27T18:07:00,CALLE,BALAGUER,1,28033
RE20240327214207,EL RECUERDO,3.0,36,2,S312,2024-03-27T21:40:00,CALLE,GALILEO,23,28015
RE20240328165230,EL RECUERDO,3.0,6,2,S379,2024-03-28T16:50:00,AVENIDA,DE LOS ARCES,34,28042
RE20240328190421,EL RECUERDO,3.0,30,2,S378,2024-03-28T19:00:00,CALLE,SANTA ANA ALTA,8,28034
RE20240329092450,EL RECUERDO,3.0,44,1,S306,2024-03-29T09:23:00,CALLE,VALDERROMAN,12,28035
RE20240329092615,EL RECUERDO,3.0,46,1,S313,2024-03-29T09:25:00,CALLE,ISLA DE RODAS,2,28034
RE20240329100748,EL RECUERDO,3.0,30,1,S378,2024-03-29T10:05:00,PLAZA,DEL BAILE,1,
RE20240329140847,EL RECUERDO,3.0,46,1,S306,2024-03-29T14:05:00,CALLE,COSTA DEL SOL,17,28033
RE20240329181547,EL RECUERDO,3.0,7,2,S302,2024-03-29T18:14:00,CALLE,CANAL DE SUEZ,68,28042
RE20240329181745,EL RECUERDO,3.0,7,2,S313,2024-03-29T18:16:00,CALLE,CANAL DE SUEZ,42,28042
RE20240329190110,EL RECUERDO,3.0,7,2,S378,2024-03-29T18:59:00,CALLE,ARIES,8,0    
RE20240329190441,EL RECUERDO,3.0,7,2,S379,2024-03-29T19:02:00,CALLE,PSAJE CANAL DE SUEZ,42,28042
RE20240330091327,EL RECUERDO,1.0,7,1,S372,2024-03-30T09:11:00,CALLE,SANTA ISABEL,4,28012
